,stateabbr,statedesc,placename,totalpopulation,access2_crudeprev,arthritis_crudeprev,binge_crudeprev,bphigh_crudeprev,bpmed_crudeprev,cancer_crudeprev,casthma_crudeprev,cervical_crudeprev,chd_crudeprev,checkup_crudeprev,cholscreen_crudeprev,colon_screen_crudeprev,copd_crudeprev,corem_crudeprev,corew_crudeprev,csmoking_crudeprev,dental_crudeprev,depression_crudeprev,diabetes_crudeprev,ghlth_crudeprev,highchol_crudeprev,kidney_crudeprev,lpa_crudeprev,mammouse_crudeprev,mhlth_crudeprev,obesity_crudeprev,phlth_crudeprev,sleep_crudeprev,stroke_crudeprev,teethlost_crudeprev
1886,FL,Florida,Bagdad,3761,16.9,24.9,16.0,34.0,73.0,6.9,8.6,81.0,6.0,73.5,87.2,74.2,7.3,51.8,41.6,19.1,61.4,19.6,9.7,13.6,32.5,2.7,24.9,76.3,15.9,29.8,10.5,33.9,2.9,12.2
1892,FL,Florida,Dunedin,35364,17.2,30.8,14.1,39.2,79.9,9.4,8.4,80.8,8.9,76.0,90.0,73.9,9.7,42.1,41.9,17.4,58.6,18.1,11.9,16.2,38.2,3.8,24.8,74.5,13.9,26.5,12.3,30.6,4.1,14.5
1894,FL,Florida,Worthington Springs,280,22.4,23.5,17.6,31.2,70.9,5.9,9.6,78.6,6.5,71.7,82.1,72.4,8.6,41.4,39.2,22.0,51.4,22.3,9.7,16.9,30.5,2.9,27.3,74.6,18.2,31.5,11.9,35.9,3.1,17.5
1898,FL,Florida,Fort Myers Shores,5487,27.7,27.4,15.4,35.5,76.3,7.1,8.9,76.7,8.6,74.3,85.5,70.3,10.4,38.6,37.9,22.2,57.3,19.3,13.0,21.1,33.5,3.7,29.9,74.9,16.1,30.4,14.3,32.7,4.1,17.6
1902,FL,Florida,Ponce Inlet,3032,11.9,33.7,12.8,40.2,81.6,11.1,7.7,82.7,9.3,79.9,93.4,78.8,8.8,52.4,44.4,12.7,67.0,17.5,12.3,13.6,41.1,3.7,21.2,77.9,11.3,28.3,10.9,29.1,3.7,9.5
1904,FL,Florida,Captiva,583,29.6,38.0,11.2,48.0,81.4,9.4,11.0,73.3,14.4,79.1,86.0,70.4,18.8,33.3,33.9,28.7,46.1,21.1,19.5,33.1,39.3,6.1,37.9,73.3,17.5,34.6,21.2,34.4,7.7,28.1
1906,FL,Florida,Pine Island,64,15.8,36.3,11.5,44.4,84.1,10.6,8.4,81.3,10.3,79.6,91.2,77.5,12.1,41.2,40.0,18.3,59.9,19.0,14.3,18.0,41.8,4.1,27.0,73.6,13.2,33.7,14.0,31.0,4.6,13.2
1910,FL,Florida,Sunny Isles Beach,20832,20.6,21.8,14.2,30.2,76.5,7.1,7.4,83.2,6.5,76.2,88.8,74.3,5.9,38.9,31.4,11.5,67.9,15.2,10.7,13.9,31.3,3.1,24.9,75.4,13.1,25.0,10.0,32.1,2.9,10.0
1921,FL,Florida,Egypt Lake-Leto,35280,34.5,19.3,15.6,30.5,71.4,4.6,8.8,78.3,5.9,72.6,83.9,65.8,6.7,28.4,28.1,18.3,50.8,17.5,12.5,20.5,29.6,3.1,32.4,77.0,16.4,33.0,12.7,33.8,3.0,16.5
1927,FL,Florida,Town 'n' Country,78442,27.4,19.5,16.3,30.1,72.3,5.1,8.5,80.7,5.6,73.1,85.8,68.8,6.4,33.0,31.9,16.7,57.2,17.3,11.1,16.7,30.0,2.9,27.5,77.5,15.3,30.7,11.3,32.7,2.8,13.8
1940,FL,Florida,Lauderdale Lakes,32593,28.8,26.8,10.9,43.2,77.5,6.1,11.0,80.9,8.0,80.4,87.7,72.4,10.5,24.6,25.7,24.4,46.1,17.2,16.7,26.7,32.4,4.4,37.2,82.0,17.9,38.1,15.6,45.4,5.6,24.3
1948,FL,Florida,Palmetto,12669,29.1,29.7,12.9,38.7,79.3,8.0,9.1,78.2,9.6,77.4,86.5,70.6,11.3,33.5,36.4,20.9,52.7,19.1,14.7,22.5,35.7,4.2,31.3,73.2,15.4,34.0,15.2,34.6,4.8,19.9
1949,FL,Florida,Vero Beach South,23092,20.3,27.7,13.8,35.0,78.2,8.3,8.9,80.4,8.4,75.8,87.9,70.0,9.5,38.6,33.9,20.0,60.2,18.7,11.4,17.1,35.8,3.5,26.2,71.5,14.7,31.6,12.4,32.9,3.9,14.3
1956,FL,Florida,Juno Beach,3238,12.2,30.4,10.5,39.8,83.5,12.6,7.0,84.4,9.9,81.4,94.0,81.4,8.2,47.6,46.9,9.6,75.9,14.5,11.5,12.3,40.0,4.0,20.0,78.5,9.8,20.3,10.1,26.7,4.0,8.8
1963,FL,Florida,Fort Green Springs,231,24.4,28.9,14.7,37.3,78.1,7.1,8.8,75.8,8.5,74.6,85.4,70.2,11.6,41.3,31.2,23.7,51.7,20.1,14.1,22.3,37.4,3.7,32.3,75.0,15.7,37.8,14.9,34.1,4.2,16.4
1972,FL,Florida,The Meadows,3994,11.9,37.5,8.4,44.1,86.6,15.2,6.8,84.4,11.8,84.7,95.5,80.1,9.2,46.7,43.3,8.1,75.0,14.5,12.9,14.3,39.1,4.8,21.9,74.4,9.3,21.4,11.1,26.8,4.9,8.8
1973,FL,Florida,Limestone Creek,1015,23.1,13.7,16.5,27.0,65.6,3.5,8.9,85.6,3.3,73.8,87.1,75.6,4.0,38.3,41.0,15.3,64.0,15.5,8.5,12.5,22.7,2.1,21.4,84.1,15.0,29.1,8.1,38.9,2.3,14.3
1987,FL,Florida,McIntosh,452,22.5,36.0,12.3,45.5,81.3,9.3,9.9,75.6,11.7,77.8,87.9,71.3,15.1,31.9,39.2,24.9,47.0,22.0,15.3,24.7,40.0,4.8,33.3,75.9,16.2,38.9,17.1,36.4,5.7,21.6
1988,FL,Florida,Taylor Creek,4348,22.2,34.5,12.4,43.2,81.0,9.5,8.9,76.9,11.7,76.3,87.5,71.2,13.6,38.9,32.9,23.3,53.2,20.4,14.7,22.7,39.6,4.5,33.8,71.1,15.9,32.4,15.6,31.7,5.3,21.1
2003,FL,Florida,Crestview,21065,20.4,21.0,17.2,31.0,68.9,5.2,9.1,79.0,5.1,72.3,83.8,70.0,7.1,38.7,35.8,20.4,57.4,20.8,8.9,15.2,27.6,2.5,24.1,71.1,17.2,32.3,10.6,37.1,2.8,16.9
2008,FL,Florida,Mims,7058,19.8,28.8,13.9,38.6,78.4,8.2,9.5,81.1,8.8,77.4,87.5,69.9,10.6,35.2,32.1,20.1,57.7,20.3,13.3,18.6,36.2,3.7,28.3,75.0,15.6,34.7,13.5,34.6,4.2,16.0
2011,FL,Florida,Tamarac,60886,24.5,27.4,11.9,37.0,79.6,8.7,8.3,82.6,8.6,78.3,89.8,75.2,8.9,32.2,30.8,15.6,60.6,16.3,12.9,18.6,35.5,4.0,29.4,79.5,14.0,28.6,12.5,35.5,4.3,14.5
2016,FL,Florida,Clermont,28747,19.8,26.5,13.7,34.8,75.7,7.4,8.4,80.5,7.0,76.2,88.4,76.3,7.8,52.5,41.5,16.3,60.2,18.8,12.1,15.5,33.2,3.2,25.2,77.6,14.6,34.8,10.9,33.8,3.4,13.4
2027,FL,Florida,Sewall's Point,1996,11.0,26.7,14.0,31.9,80.1,9.5,7.8,85.6,7.0,77.3,92.8,77.6,6.3,52.1,42.9,10.9,75.8,15.8,9.2,10.5,36.6,3.0,16.7,77.9,11.2,24.4,9.0,29.1,2.8,6.6
2035,FL,Florida,Branford,709,26.9,25.8,15.5,35.1,72.7,6.4,9.7,78.0,7.1,71.1,82.9,68.7,10.6,32.1,30.8,26.1,44.8,22.7,11.3,20.3,34.1,3.2,31.5,70.8,18.7,35.1,14.0,38.3,3.7,20.0
2036,FL,Florida,Ives Estates,19525,23.7,19.8,13.7,32.0,72.8,5.1,9.1,82.2,5.1,77.4,87.4,71.8,5.8,34.2,29.0,16.3,60.2,15.7,11.3,16.6,27.5,2.9,29.0,77.2,15.9,30.0,10.8,39.8,3.1,13.9
2038,FL,Florida,Charleston Park,218,23.0,26.6,13.5,43.4,80.1,6.8,8.9,84.8,7.6,80.3,91.0,76.7,7.1,39.5,39.0,17.1,62.6,13.8,16.0,18.8,32.7,3.8,27.0,82.7,13.2,34.0,11.8,37.6,4.7,15.1
2045,FL,Florida,Asbury Lake,8700,19.3,23.2,16.8,30.9,70.0,5.9,8.9,81.5,5.7,71.9,86.1,71.3,7.3,39.3,36.0,21.9,56.4,21.6,9.2,14.7,28.6,2.6,24.2,72.7,17.0,35.3,11.0,38.4,2.8,14.3
2046,FL,Florida,Westchester,29862,34.0,21.9,12.2,32.4,78.1,6.3,7.0,80.7,7.2,76.7,88.2,70.7,5.3,30.7,26.5,11.4,60.5,13.5,15.5,20.7,33.1,3.9,34.8,74.7,12.8,28.2,12.2,32.7,3.3,11.3
2047,FL,Florida,DeBary,19320,17.6,29.0,15.8,35.6,76.9,8.3,8.4,81.1,7.8,75.7,89.4,74.2,8.5,48.9,39.2,17.9,59.3,19.6,11.5,15.3,35.8,3.3,24.3,77.0,14.3,31.4,11.6,33.4,3.5,13.0
2092,FL,Florida,Sarasota,52117,22.0,25.7,14.9,33.2,77.0,8.0,8.5,80.9,7.5,76.0,87.9,72.5,8.3,41.5,38.8,16.3,63.0,18.7,11.1,17.0,29.9,3.5,24.8,75.4,15.1,27.7,11.8,34.7,3.8,13.8
2098,FL,Florida,Oakland,2551,17.4,19.5,14.8,30.4,71.7,5.7,8.6,84.4,5.3,73.1,88.7,72.2,6.2,43.1,39.0,16.2,61.1,17.4,9.4,13.5,29.5,2.6,21.3,75.4,14.7,28.6,9.9,34.4,2.7,12.5
2107,FL,Florida,Gun Club Estates,776,34.2,16.1,16.3,26.3,68.1,4.2,8.1,79.0,5.0,70.6,84.2,69.0,5.6,33.6,38.2,17.0,58.6,17.2,10.8,17.4,27.7,2.6,28.6,78.6,15.7,28.3,10.9,35.2,2.5,15.7
2110,FL,Florida,Crystal River,3157,19.5,35.6,12.4,46.0,83.0,10.5,8.9,77.4,11.3,79.7,90.0,73.0,12.7,43.2,34.3,19.9,54.8,19.9,14.3,20.6,42.0,4.6,31.0,70.7,14.2,31.7,14.9,36.3,5.3,17.6
2115,FL,Florida,Neptune Beach,7037,13.3,22.5,18.8,29.3,71.9,6.3,8.4,84.7,5.4,72.6,87.9,73.5,6.0,51.8,43.7,13.9,67.4,19.5,8.3,10.8,31.3,2.4,19.3,77.7,14.3,29.6,8.9,29.7,2.4,8.8
2124,FL,Florida,Wallace,1785,15.2,24.8,16.3,33.5,72.4,6.8,8.5,81.5,6.0,73.2,87.8,72.6,7.3,53.3,42.7,19.1,62.9,19.7,9.3,13.0,33.1,2.6,23.9,75.9,15.7,29.7,10.4,33.2,2.7,11.7
2125,FL,Florida,Campbell,2479,21.0,38.8,9.7,47.9,85.3,12.8,7.9,79.0,12.8,82.0,91.8,74.9,11.8,46.3,29.5,13.8,57.9,16.4,15.6,20.7,41.6,5.2,33.6,74.9,11.8,28.5,14.4,29.7,5.7,15.7
2126,FL,Florida,Pahokee,5741,39.4,26.1,11.6,44.1,76.4,5.0,11.5,74.7,9.4,77.2,83.2,66.1,12.9,24.2,28.0,29.8,37.9,18.6,20.8,34.9,32.2,5.2,43.5,81.8,19.5,40.0,19.7,44.5,6.6,37.1
2128,FL,Florida,Marco Island,16413,14.9,33.2,10.8,39.8,84.5,12.3,7.6,82.0,10.5,80.4,93.1,77.7,9.7,52.3,43.2,11.8,70.0,15.1,13.1,14.8,42.4,4.2,23.3,72.4,10.6,23.2,11.3,26.8,4.4,9.4
2132,FL,Florida,River Park,5287,23.4,32.5,12.8,42.2,80.4,9.5,8.8,80.0,10.7,79.0,88.6,72.4,12.0,32.6,30.6,20.0,54.9,18.8,14.1,21.8,38.1,4.4,33.2,73.4,14.9,33.8,14.8,33.5,5.1,18.8
2138,FL,Florida,Oldsmar,13699,18.5,22.1,17.3,30.4,72.1,6.2,8.4,80.8,5.5,71.4,87.3,71.7,6.6,42.6,44.6,18.2,58.8,18.6,8.8,12.9,31.9,2.6,21.9,75.1,15.2,26.4,10.0,32.5,2.7,12.2
2140,FL,Florida,South Bay,4876,43.5,20.6,15.0,41.2,68.6,3.6,10.3,75.8,7.4,72.5,79.8,63.8,10.8,23.2,27.7,35.4,34.4,17.2,17.2,32.6,28.8,4.1,41.8,81.3,19.0,40.4,17.6,46.8,5.3,40.5
2141,FL,Florida,Wiscon,706,20.7,31.8,13.6,39.6,79.8,8.6,9.1,79.1,9.6,75.7,87.0,71.7,11.9,40.3,33.3,22.6,52.9,21.1,13.0,19.9,36.7,4.0,29.6,70.3,16.1,35.0,14.7,33.2,4.6,18.7
2146,FL,Florida,Grant-Valkaria,3848,15.3,26.7,14.5,35.6,77.6,8.1,8.7,83.9,7.3,77.5,89.9,71.0,8.4,38.9,35.8,16.5,65.6,19.1,11.6,14.3,36.4,3.1,23.2,76.4,13.9,32.6,11.4,32.6,3.3,10.6
2151,FL,Florida,Apollo Beach,14055,16.6,22.9,16.5,32.3,75.6,7.1,8.3,84.3,6.4,75.1,89.4,74.4,7.1,39.0,37.5,15.1,66.4,17.7,9.6,12.5,33.6,2.8,21.1,77.7,13.8,27.5,10.2,30.5,2.9,10.9
2162,FL,Florida,Goodland,267,12.6,27.0,15.1,33.5,79.0,8.6,8.0,82.9,7.7,75.6,90.9,71.3,8.3,51.1,41.9,14.9,69.0,16.8,10.8,13.2,38.2,3.1,20.9,75.1,12.4,25.5,10.8,29.8,3.3,9.3
2168,FL,Florida,Coral Springs,121082,20.6,18.4,15.8,26.9,70.6,5.1,8.2,83.7,4.7,73.4,87.4,72.2,5.8,33.1,33.2,15.6,64.0,17.4,8.9,13.5,29.4,2.5,23.3,80.9,15.1,27.9,9.6,36.2,2.4,11.4
2171,FL,Florida,Winter Beach,2067,16.9,25.0,14.5,32.3,76.9,8.2,8.2,84.2,7.1,75.6,89.7,73.6,7.3,42.4,38.8,16.3,67.1,17.3,9.8,13.1,35.2,2.9,21.4,73.3,13.1,29.3,10.1,31.4,3.1,9.9
2178,FL,Florida,Black Diamond,1101,14.3,38.8,9.5,49.5,86.1,13.1,7.7,77.9,12.3,83.1,94.2,78.9,11.8,47.2,38.7,14.6,63.2,17.2,14.5,17.4,46.8,4.6,27.8,71.1,10.9,27.3,13.2,32.3,5.1,12.6
2186,FL,Florida,Crystal Springs,1327,23.7,27.2,16.6,33.0,74.1,6.5,9.6,77.6,7.7,72.1,84.3,65.0,11.1,32.1,33.3,28.8,49.1,24.9,11.9,20.3,34.0,3.3,30.0,70.6,18.3,33.6,14.5,36.4,3.8,20.1
2193,FL,Florida,Glen St. Mary,437,21.0,24.4,16.8,33.5,71.6,6.1,9.5,79.4,6.6,74.4,83.7,69.4,9.5,42.0,31.0,26.4,51.5,22.7,10.1,17.8,31.7,2.9,29.3,71.3,18.7,37.2,13.0,35.9,3.2,18.6
2200,FL,Florida,West Park,14064,31.4,21.7,13.2,35.7,73.8,4.8,9.9,81.1,6.1,76.4,86.0,69.9,7.8,24.3,27.0,21.5,49.5,17.3,14.1,23.1,30.0,3.6,34.2,81.8,17.5,36.0,13.5,42.9,4.1,20.8
2204,FL,Florida,Hernando,9054,20.2,35.4,13.3,45.5,82.3,9.9,9.2,76.2,11.5,78.5,88.8,72.7,13.9,42.2,35.8,22.8,52.5,21.4,14.5,21.7,42.3,4.6,31.7,69.4,15.2,32.8,15.7,36.8,5.3,19.4
2208,FL,Florida,Seffner,7579,21.3,20.3,17.5,30.0,71.4,5.6,8.9,82.5,5.3,73.1,86.5,70.6,6.9,36.7,34.9,18.3,61.0,18.7,9.2,13.9,30.3,2.5,23.7,76.7,15.8,29.1,10.6,33.2,2.6,12.9
2211,FL,Florida,Hosford,650,19.9,25.5,16.4,35.0,75.1,6.8,9.4,79.0,7.4,72.8,84.2,70.4,10.1,41.6,35.3,23.0,56.2,21.3,10.6,18.0,34.0,3.2,27.7,76.7,17.4,36.1,13.3,35.3,3.6,18.0
2213,FL,Florida,Jan Phyl Village,5573,24.3,25.2,15.3,35.0,73.8,6.0,9.7,78.5,6.7,73.4,84.6,68.8,9.1,38.1,35.1,22.3,51.3,21.0,11.6,19.4,33.8,3.1,28.6,76.4,17.1,36.8,13.4,35.1,3.5,17.4
2216,FL,Florida,Kathleen,6332,24.0,25.9,16.2,34.4,73.3,6.0,9.7,77.7,6.9,71.8,83.1,67.3,10.2,37.3,35.0,25.0,49.9,22.5,11.3,20.0,34.7,3.1,29.0,75.1,17.9,36.6,14.2,34.5,3.6,18.5
2217,FL,Florida,Allentown,894,17.6,27.0,16.1,35.9,73.7,7.0,8.8,79.2,7.0,73.4,86.7,71.8,8.8,50.6,40.8,22.4,58.4,20.7,10.5,15.3,34.3,2.9,27.2,74.4,16.9,31.3,11.9,34.8,3.2,13.9
2218,FL,Florida,Campbellton,230,27.4,30.6,11.6,47.7,78.1,6.9,11.3,81.0,9.0,81.2,87.7,70.1,11.6,34.0,34.8,25.6,47.7,20.0,18.5,26.9,34.6,4.5,36.9,78.1,18.1,38.9,16.1,43.0,5.9,24.6
2220,FL,Florida,St. Cloud,37880,24.9,24.5,15.7,33.8,73.4,6.1,9.0,79.2,6.7,73.7,85.0,68.8,8.4,42.4,30.7,20.4,52.0,20.3,11.5,18.4,31.7,3.1,30.9,76.4,16.4,34.3,12.6,35.5,3.3,17.0
2225,FL,Florida,Alafaya,76768,22.0,13.7,16.9,22.7,63.6,3.8,8.2,81.4,3.6,69.0,84.9,70.4,4.4,41.3,38.5,14.6,59.8,17.5,7.4,12.2,24.3,2.0,20.8,75.4,15.5,26.7,8.4,33.1,1.8,10.0
2230,FL,Florida,Ocean City,5550,22.4,26.3,15.1,36.1,74.2,6.5,9.4,75.6,7.3,74.0,84.0,67.6,10.0,37.6,35.3,22.4,53.2,21.3,11.7,19.8,32.2,3.4,28.2,69.6,17.3,33.6,13.4,36.2,3.8,19.3
2232,FL,Florida,Indian River Estates,6221,19.0,30.2,14.2,38.8,79.0,9.2,8.6,81.5,9.1,78.2,88.9,74.2,10.3,35.5,35.0,18.6,60.2,19.3,11.9,17.6,37.0,3.7,28.3,73.2,14.7,32.0,12.9,32.5,4.2,14.9
2240,FL,Florida,Zolfo Springs,1827,39.9,22.9,14.7,31.6,73.7,5.4,8.7,75.3,7.2,71.9,81.4,67.0,8.9,38.5,28.0,20.9,45.2,19.2,13.4,24.3,31.7,3.5,37.4,72.4,16.9,39.1,14.1,35.0,3.7,21.8
2245,FL,Florida,Hillsboro Pines,506,17.1,20.2,16.8,27.6,71.9,6.0,8.0,85.1,5.1,73.2,88.3,73.0,6.4,35.8,36.5,16.2,67.1,18.2,8.3,12.2,31.6,2.4,21.1,79.2,14.7,27.0,9.6,34.7,2.5,10.2
2249,FL,Florida,Pine Castle,10802,33.5,18.2,14.5,29.7,68.6,4.5,8.8,78.6,5.6,70.3,83.8,66.1,6.9,36.2,33.0,20.1,47.5,17.7,11.4,20.7,28.2,2.9,30.9,73.3,16.7,32.2,12.4,36.2,3.0,17.1
2264,FL,Florida,Venice,20752,13.2,37.8,9.3,44.1,85.9,14.3,7.2,83.1,11.9,83.6,94.7,78.8,10.4,44.8,41.9,10.6,72.1,15.9,13.3,15.9,39.3,4.8,23.6,73.7,10.5,23.0,12.2,28.6,5.1,10.5
2269,FL,Florida,Sugarmill Woods,8287,15.7,37.2,11.2,47.1,84.9,12.3,8.1,79.5,11.8,81.6,92.7,77.8,11.7,46.9,39.5,15.4,62.1,18.4,13.7,17.4,44.6,4.5,27.4,70.9,12.0,28.5,13.3,33.0,4.9,13.3
2270,FL,Florida,Feather Sound,2856,12.7,19.5,18.6,27.1,70.6,6.1,7.7,83.5,4.5,70.9,89.0,75.9,4.8,46.9,49.8,13.1,66.9,17.5,7.0,8.8,30.7,2.1,15.8,78.2,13.3,23.9,7.7,30.1,2.0,6.9
2274,FL,Florida,Manatee Road,2240,21.4,35.9,13.4,42.3,80.7,9.3,9.3,76.7,11.2,78.5,87.2,71.1,13.6,36.3,29.5,23.2,52.5,21.7,15.4,22.6,37.7,4.5,32.5,68.2,15.9,35.4,15.9,32.4,5.3,20.3
2279,FL,Florida,Lawtey,730,26.6,34.3,12.4,46.1,79.7,7.2,10.8,76.9,10.1,77.5,85.4,67.2,14.2,34.4,24.2,28.3,40.4,20.6,17.7,29.0,37.1,4.7,39.3,73.9,18.9,41.5,18.1,41.2,6.1,29.2
2286,FL,Florida,Malabar,2757,15.5,27.0,14.7,35.9,77.7,8.2,8.7,83.8,7.8,77.3,89.3,69.9,8.6,38.2,34.0,16.8,64.4,19.2,11.7,14.8,36.1,3.2,23.7,76.6,14.1,32.8,11.7,32.7,3.5,11.5
2287,FL,Florida,Istachatta,116,21.4,31.3,14.1,39.3,79.0,7.8,9.1,77.5,9.0,75.2,86.8,68.1,12.0,39.9,33.3,24.7,51.1,21.3,13.0,20.2,36.7,3.7,30.3,71.4,16.5,37.3,15.0,34.8,4.3,18.0
2293,FL,Florida,Three Oaks,3592,19.9,21.1,18.6,27.7,70.1,5.5,8.8,80.0,5.6,71.8,84.9,70.9,7.3,42.2,41.3,19.3,65.0,20.1,8.9,14.5,28.7,2.6,21.8,77.3,16.1,27.3,11.0,31.5,2.7,12.6
2294,FL,Florida,Paisley,818,21.2,30.5,14.8,37.7,75.5,7.4,9.4,76.7,8.8,74.4,85.3,69.0,12.3,47.8,36.7,25.2,51.6,22.8,13.2,20.7,35.8,3.6,30.1,74.7,17.6,37.4,14.8,35.4,4.2,22.1
2303,FL,Florida,Lochmoor Waterway Estates,4204,17.6,29.8,14.7,36.9,79.4,9.1,8.2,80.6,9.0,76.9,89.6,74.5,9.6,44.4,41.4,17.4,67.2,18.1,11.9,16.3,36.0,3.6,24.1,76.6,13.7,26.7,12.4,29.7,4.0,12.9
2305,FL,Florida,Fort Myers Beach,6277,13.5,34.4,11.7,41.8,83.6,12.2,7.6,82.8,10.6,81.1,93.4,79.7,9.5,48.1,47.1,12.6,73.4,16.0,13.0,14.7,40.7,4.2,21.1,76.7,10.8,24.3,11.7,26.1,4.3,8.8
2307,FL,Florida,Oakland Park,41385,26.8,20.6,15.4,31.2,71.2,5.2,8.8,81.3,6.0,73.2,85.5,69.3,7.8,29.4,30.2,20.9,54.6,18.0,11.1,18.9,30.7,3.0,29.1,79.9,16.5,32.0,12.3,39.0,3.3,16.4
2308,FL,Florida,The Crossings,22758,25.7,18.6,14.3,27.6,73.8,5.3,7.4,82.4,5.0,75.1,88.0,71.2,4.6,34.6,30.3,11.5,65.6,14.7,11.4,15.0,29.6,2.8,27.6,76.8,13.6,27.1,10.0,33.7,2.4,8.8
2318,FL,Florida,Safety Harbor,16968,15.6,27.1,15.4,35.5,77.4,8.1,8.3,82.2,7.2,74.6,90.0,73.3,7.9,42.7,44.0,16.8,61.2,18.0,10.4,13.8,36.2,3.2,22.1,75.5,13.9,26.4,10.9,31.0,3.4,12.4
2319,FL,Florida,Carrabelle,2777,30.7,19.4,18.9,34.3,64.1,4.7,8.2,78.1,6.2,71.0,80.0,64.8,8.3,37.1,33.3,25.4,43.3,17.5,10.1,19.2,28.6,2.8,29.2,72.8,16.8,40.6,12.4,37.9,3.3,21.0
2336,FL,Florida,Melbourne Village,662,15.2,30.7,12.7,39.6,81.2,10.0,8.5,82.6,9.5,79.4,90.4,71.3,9.9,38.6,34.8,15.1,64.6,18.4,13.0,15.9,38.8,3.9,24.9,75.6,13.0,31.1,12.3,30.7,4.2,12.3
2340,FL,Florida,Midway,3009,23.7,17.7,15.2,34.2,68.9,3.8,10.2,85.3,3.8,78.6,87.7,77.1,4.9,40.2,36.8,19.2,55.7,17.0,10.6,16.1,24.3,2.4,28.2,83.5,16.8,41.4,9.8,41.3,2.8,16.5
2342,FL,Florida,West Miami,5965,33.8,22.4,12.0,33.3,78.4,6.3,7.1,80.7,7.5,76.9,88.2,69.7,5.5,29.5,25.0,11.9,59.1,13.6,16.1,21.7,33.1,4.1,35.9,74.9,13.0,29.1,12.7,33.1,3.5,11.9
2346,FL,Florida,Punta Rassa,1750,11.6,46.2,4.6,53.0,89.6,19.6,6.4,82.1,16.4,89.0,97.1,84.0,11.5,48.1,41.0,6.7,75.1,11.5,15.1,17.6,44.8,6.1,26.9,74.0,7.4,17.8,12.9,21.2,6.9,10.4
2349,FL,Florida,Floral City,5228,20.5,35.5,13.4,45.3,82.1,9.9,9.3,76.3,11.5,78.3,88.6,71.8,14.1,42.1,35.0,23.2,52.1,21.7,14.3,21.9,42.3,4.5,32.1,69.0,15.4,32.8,15.9,36.9,5.2,19.8
2356,FL,Florida,Tangerine,2865,23.7,24.1,13.4,36.0,75.9,6.9,8.9,82.6,7.5,74.4,88.4,70.9,8.8,41.0,36.3,18.9,54.7,17.6,12.2,18.6,33.2,3.4,27.0,73.7,15.0,30.8,12.5,34.7,3.8,16.8
2362,FL,Florida,Orange City,11323,22.2,32.0,13.9,38.5,79.3,9.5,8.5,79.1,9.5,77.1,89.1,74.0,9.7,47.2,35.2,17.6,55.6,19.0,12.9,18.3,36.4,4.1,28.5,75.8,14.3,31.1,12.9,33.0,4.4,15.9
2366,FL,Florida,Wellington,56508,18.0,18.6,16.1,27.7,71.7,5.9,8.0,83.8,5.0,73.7,88.9,75.0,5.7,43.7,46.2,14.3,70.0,17.1,8.9,11.6,30.0,2.4,20.1,80.0,13.8,24.9,9.1,33.2,2.4,10.1
2381,FL,Florida,Woodlawn Beach,1785,17.3,25.4,16.2,34.4,72.0,6.5,8.7,81.4,6.1,72.8,87.3,70.5,7.9,50.2,41.9,21.7,59.4,20.3,9.8,14.5,33.2,2.7,26.2,75.7,16.4,31.6,11.4,34.6,2.9,13.3
2399,FL,Florida,Lauderdale-by-the-Sea,6052,14.3,30.5,11.4,38.6,82.7,11.2,7.3,85.0,9.5,80.1,93.0,78.4,8.8,37.2,36.8,12.0,70.4,15.7,11.9,14.2,40.7,4.0,22.7,79.1,11.3,24.5,11.1,30.0,4.0,9.4
2413,FL,Florida,North River Shores,3088,15.0,31.0,13.3,36.2,81.9,10.2,8.3,82.0,9.0,77.6,91.0,75.7,9.1,47.7,36.7,14.4,68.3,16.8,11.4,14.8,37.4,3.8,22.5,75.9,12.7,26.6,11.6,31.3,3.9,10.6
2420,FL,Florida,Chiefland,2245,25.9,30.0,14.0,38.9,76.0,6.6,10.6,76.3,8.6,77.4,84.0,69.0,11.6,32.7,24.9,26.2,45.8,22.3,14.7,24.4,31.4,4.1,35.2,71.3,18.6,39.3,15.6,37.3,4.9,25.0
2436,FL,Florida,Naranja,8303,36.3,17.8,13.6,30.9,67.6,3.3,9.9,76.0,5.0,74.5,80.9,62.8,6.7,24.9,22.7,22.6,44.7,17.6,13.0,25.0,25.2,3.2,39.2,76.5,19.4,35.1,14.2,42.5,3.3,21.9
2439,FL,Florida,Gulf Breeze,5763,12.1,27.2,14.4,35.4,76.5,8.7,7.9,83.6,6.7,76.1,90.6,75.1,6.7,55.9,43.5,13.9,68.7,17.9,9.5,11.5,35.4,2.9,21.4,76.9,13.3,26.9,9.6,30.0,2.9,8.8
2450,FL,Florida,Greensboro,639,34.6,23.5,15.0,36.2,73.8,5.3,9.6,80.7,6.6,75.6,84.7,72.3,8.5,39.3,31.2,22.6,48.1,18.9,14.2,23.7,30.5,3.5,36.3,80.6,17.0,42.3,14.3,36.8,3.9,21.2
2452,FL,Florida,Whitfield,2882,19.3,28.4,14.1,36.0,78.2,8.1,8.7,81.1,8.2,77.1,88.9,71.7,9.6,35.8,39.4,19.2,61.2,19.4,12.0,16.7,35.6,3.5,25.0,74.5,14.5,31.2,12.9,33.4,3.8,14.8
